data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-09-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,29,1,30,376,406,-21,5,2902,472,3331,449,3780,157881,102588,,3777,3,2878,24,472,0,1,0,157035,846,101993,595
2020-09-01T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,86,88,0,1,408,28,405,119,524,56739,55949,AL TOTALE CASI E' STATO DETRATTO N. 1 CASO IN RESIDENTE IN REGIONE BASILICATA PROVENIENTE DA STATO ESTERO DATO COME POSITIVO IN DATA 28.08.2020 E NON CONFERMATO DA N. 2 TAMPONI DI CONTROLLO PROCESSATI PRESSO IL LABORATORIO REGIONALE DI RIFERIMENTO.,524,0,408,0,28,0,1,0,56277,462,55487,462
2020-09-01T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,22,0,22,244,266,21,22,1150,97,1159,354,1513,157402,155296,,1491,22,1149,1,97,0,0,0,155845,1557,153811,1485
2020-09-01T17:00:00,ITA,15,Campania,40.83956555,14.25084984,143,6,149,2143,2292,82,102,4430,446,6392,776,7168,425098,242683,,7066,102,4411,19,445,1,1,5,419261,5837,237519,5164
2020-09-01T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,106,9,115,2946,3061,84,99,24497,4463,29408,2613,32021,910497,533273,,31922,99,24482,15,4463,0,9,0,899733,10764,528294,4979
2020-09-01T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,12,2,14,363,377,12,17,3061,348,3647,139,3786,328814,153624,,3769,17,3056,5,348,0,2,0,325992,2822,152510,1114
2020-09-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,336,8,344,2941,3285,111,125,7153,878,6711,4605,11316,594552,486744,,11191,125,7139,14,878,0,7,1,584482,10070,477920,8824
2020-09-01T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,39,5,44,516,560,19,19,8839,1571,8644,2326,10970,239123,128951,,10951,19,8839,0,1571,0,1,4,237402,1721,128050,901
2020-09-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,212,21,233,6849,7082,130,242,76368,16867,91748,8569,100317,1613033,986403,,100075,242,76258,110,16865,2,22,-1,1596833,16200,974484,11919
2020-09-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,1,15,294,309,11,16,5960,987,7256,0,7256,206570,122724,,7240,16,5955,5,987,0,1,0,204808,1762,121684,1040
2020-09-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,70,73,3,3,432,23,502,26,528,33739,32507,,525,3,432,0,23,0,0,0,33593,146,32364,143
2020-09-01T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,2,10,191,201,11,13,2455,292,2948,0,2948,138640,73432,,2935,13,2453,2,292,0,2,0,138021,619,73091,341
2020-09-01T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,4,1,5,87,92,1,3,4602,405,3450,1649,5099,187288,83419,,5096,3,4600,2,405,0,1,0,186593,695,83022,397
2020-09-01T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,92,7,99,1365,1464,32,42,27313,4146,24382,8541,32923,591905,363196,,32881,42,27303,10,4146,0,7,0,587908,3997,360988,2208
2020-09-01T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,123,7,130,730,860,16,39,4062,557,2015,3464,5479,308671,218643,per 879 casi non e' disponibile la provenienza,5440,39,4040,22,556,1,7,0,305020,3651,216105,2538
2020-09-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,31,6,37,800,837,48,50,1272,134,1580,663,2243,137366,116718,,2193,50,1270,2,134,0,4,2,135617,1749,115112,1606
2020-09-01T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,71,10,81,1071,1152,27,33,2911,287,3176,1174,4350,351872,269806,,4317,33,2906,5,286,1,10,0,347662,4210,267086,2720
2020-09-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,53,9,62,1519,1581,7,40,9175,1142,10726,1172,11898,544447,360022,,11858,40,9143,32,1141,1,8,1,539518,4929,356542,3480
2020-09-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,2,11,267,278,10,10,1445,80,1518,285,1803,156422,96713,,1793,10,1445,0,80,0,2,0,154171,2251,95705,1008
2020-09-01T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,27,30,-1,0,1065,146,1115,126,1241,25057,17699,,1241,0,1064,1,146,0,0,0,24893,164,17602,97
2020-09-01T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,69,9,78,2382,2460,73,97,18444,2122,19989,3037,23026,1560793,614376,,22929,97,18422,22,2120,2,8,1,1554195,6598,611002,3374
