data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-05-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,246,10,256,1420,1676,-37,8,1055,355,3086,47190,33013,,,3078,8,1014,41,351,4,10,0,46103,1087,32619,394
2020-05-09T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,45,1,46,99,145,-7,0,210,27,382,17433,16941,,,382,0,204,6,26,1,2,-1,16777,656,16285,656
2020-05-09T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,68,2,70,542,612,-7,3,427,90,1129,45071,42993,,,1126,3,417,10,90,0,2,0,43980,1091,41902,1091
2020-05-09T17:00:00,ITA,15,Campania,40.83956555,14.25084984,415,26,441,1524,1965,-47,14,2223,388,4576,110811,52593,,,4562,14,2164,59,386,2,28,-2,105399,5412,51402,1191
2020-05-09T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1604,155,1759,5642,7401,-329,121,15491,3827,26719,227366,146642,,,26598,121,15071,420,3797,30,163,-8,221866,5500,144009,2633
2020-05-09T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,101,3,104,765,869,-42,8,1947,308,3124,88384,55319,,,3116,8,1897,50,308,0,2,1,82902,5482,52784,2535
2020-05-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1277,82,1359,2986,4345,17,47,2235,553,7133,174448,137428,,,7086,47,2209,26,549,4,84,-2,169499,4949,133674,3754
2020-05-09T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,501,42,543,2439,2982,-194,15,4480,1276,8738,64926,39600,,,8723,15,4282,198,1265,11,46,-4,63531,1395,39145,455
2020-05-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5535,330,5865,24397,30262,-1721,502,36039,14924,81225,477765,282817,,,80723,502,33901,2138,14839,85,400,-70,466287,11478,277106,5711
2020-05-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,285,32,317,2913,3230,-8,23,2305,958,6493,73965,47827,,,6470,23,2278,27,954,4,38,-6,72504,1461,47092,735
2020-05-09T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,0,8,197,205,21,20,120,22,347,8691,8375,,,327,20,121,-1,22,0,0,0,8502,189,8177,198
2020-05-09T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,55,9,64,409,473,-29,9,1804,290,2567,48858,21969,,,2558,9,1767,37,289,1,9,0,47908,950,21572,397
2020-05-09T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,87,10,97,733,830,-42,7,3024,438,4292,50278,30354,,,4285,7,2975,49,438,0,11,-1,48220,2058,29188,1166
2020-05-09T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2010,143,2153,11781,13934,-173,181,11284,3331,28549,205800,141515,,,28368,181,10956,328,3305,26,140,3,201183,4617,138830,2685
2020-05-09T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,344,33,377,2352,2729,-4,30,1114,443,4286,76643,54181,,,4256,30,1080,34,443,0,33,0,74724,1919,53194,987
2020-05-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,87,11,98,452,550,-3,4,665,119,1334,33330,29503,,,1330,4,658,7,119,0,10,1,32219,1111,28519,984
2020-05-09T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,277,17,294,1786,2080,-47,12,977,256,3313,101548,90885,,,3301,12,921,56,253,3,19,-2,98711,2837,88497,2388
2020-05-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,364,79,443,4005,4448,-144,24,4360,937,9745,174596,129382,,,9721,24,4199,161,930,7,84,-5,170296,4300,126752,2630
2020-05-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,45,6,51,60,111,-8,1,1225,71,1407,45574,31679,,,1406,1,1216,9,71,0,6,0,44223,1351,30704,975
2020-05-09T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,45,3,48,70,118,-5,1,895,139,1152,9443,7130,,,1151,1,889,6,139,0,2,1,9280,163,6999,131
2020-05-09T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,435,40,475,5402,5877,-310,53,11151,1643,18671,432114,244930,,,18618,53,10804,347,1627,16,79,-39,420949,11165,240535,4395
