data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,324,42,366,1484,1850,40,72,253,243,2346,23786,,,2274,72,224,29,240,3,44,-2,22500,1286
2020-04-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,60,9,69,204,273,12,16,41,22,336,5349,,,320,16,38,3,21,1,12,-3,5037,312
2020-04-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,157,9,166,681,847,28,38,90,72,1009,20642,,,971,38,81,9,71,1,11,-2,19662,980
2020-04-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,618,76,694,2424,3118,31,80,483,286,3887,41296,,,3807,80,442,41,278,8,86,-10,39534,1762
2020-04-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3360,316,3676,9987,13663,86,457,4980,2843,21486,112105,,,21029,457,4664,316,2788,55,325,-9,106149,5956
2020-04-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,159,26,185,1145,1330,-64,72,1069,217,2616,35766,,,2544,72,938,131,212,5,24,2,33800,1966
2020-04-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1347,197,1544,2600,4144,97,148,920,316,5380,81993,,,5232,148,874,46,311,5,196,1,75584,6409
2020-04-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,957,103,1060,2377,3437,-27,103,1774,828,6039,26945,,,5936,103,1665,109,807,21,120,-17,25793,1152
2020-04-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11356,1032,12388,20702,33090,169,941,18396,11608,63094,232674,,,62153,941,17855,541,11377,231,1074,-42,221968,10706
2020-04-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,850,102,952,2172,3124,27,79,1694,764,5582,33778,,,5503,79,1660,34,746,18,106,-4,30329,3449
2020-04-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,4,29,174,203,-3,0,44,16,263,2967,,,263,0,42,2,15,1,4,0,2855,112
2020-04-16T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,180,34,214,1379,1593,17,43,449,225,2267,26416,,,2224,43,425,24,223,2,32,2,25370,1046
2020-04-16T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,296,43,339,1748,2087,-17,74,885,322,3294,20773,,,3220,74,798,87,318,4,48,-5,19535,1238
2020-04-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3418,346,3764,10019,13783,588,879,3231,2094,19108,80708,,,18229,879,3019,212,2015,79,366,-20,75664,5044
2020-04-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,603,58,661,1964,2625,52,74,334,299,3258,36158,,,3184,74,323,11,288,11,73,-15,34518,1640
2020-04-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,24,133,732,865,-5,3,214,85,1164,12796,,,1161,3,208,6,83,2,26,-2,12395,401
2020-04-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,525,48,573,1535,2108,27,44,284,187,2579,42405,,,2535,44,273,11,181,6,49,-1,39867,2538
2020-04-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,940,213,1153,5460,6613,196,277,745,585,7943,91651,,,7666,277,693,52,556,29,216,-3,86348,5303
2020-04-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,116,33,149,387,536,-46,7,738,55,1329,21487,,,1322,7,686,52,54,1,37,-4,20258,1229
2020-04-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,105,12,117,401,518,-30,13,331,122,971,4159,,,958,13,289,42,121,1,11,1,3894,265
2020-04-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1388,209,1597,9203,10800,11,366,3209,981,14990,224549,,,14624,366,2895,314,940,41,219,-10,216344,8205
