data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-06-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,88,4,92,561,653,0,7,2194,418,3265,83020,56702,,,3258,7,2187,7,418,0,3,1,82332,688,56223,479
2020-06-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,14,14,-3,0,358,27,399,32147,31357,,,399,0,355,3,27,0,0,0,31882,265,31102,255
2020-06-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,18,0,18,73,91,0,0,971,97,1159,76142,74080,,,1159,0,971,0,97,0,0,0,75290,852,73228,852
2020-06-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,86,6,92,633,725,-13,4,3675,426,4826,217898,108785,,,4822,4,3658,17,426,0,7,-1,215404,2494,105814,2971
2020-06-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,245,32,277,2051,2328,-88,14,21405,4175,27908,355952,213979,,,27894,14,21307,98,4171,4,35,-3,351146,4806,210719,3260
2020-06-07T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,22,4,26,125,151,-10,0,2793,339,3283,147673,85671,,,3283,0,2784,9,338,1,2,2,146338,1335,84978,693
2020-06-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,467,49,516,2174,2690,-7,11,4362,760,7812,274129,221612,,,7801,11,4346,16,758,2,49,0,271662,2467,219363,2249
2020-06-07T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,127,5,132,111,243,-2,13,8070,1499,9812,116247,63749,,,9799,13,8062,8,1492,7,4,1,114887,1360,63119,630
2020-06-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2801,107,2908,16512,19420,-79,125,54505,16270,90195,821977,485842,,,90070,125,54322,183,16249,21,110,-3,813972,8005,480566,5276
2020-06-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,41,2,43,1116,1159,-36,3,4595,991,6745,113729,69376,,,6742,3,4556,39,991,0,3,-1,112740,989,68775,601
2020-06-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,2,2,118,120,-1,0,293,23,436,16791,16056,,,436,0,292,1,23,0,2,0,16522,269,15809,247
2020-06-07T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,2,9,88,97,-3,3,2214,292,2603,71755,33944,,,2600,3,2208,6,292,0,2,0,70578,1177,33291,653
2020-06-07T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,6,1,7,75,82,-22,1,3889,464,4435,95638,51385,,,4434,1,3866,23,464,0,1,0,94159,1479,50758,627
2020-06-07T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,659,38,697,3265,3962,-205,10,22952,3941,30855,343354,221367,,,30845,10,22744,208,3934,7,37,1,340176,3178,219444,1923
2020-06-07T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,96,4,100,633,733,-25,0,3253,525,4511,131931,86405,,,4511,0,3231,22,522,3,4,0,129898,2033,86405,0
2020-06-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,10,1,11,48,59,-1,0,1172,131,1362,63172,53735,,,1362,0,1171,1,131,0,1,0,62145,1027,52956,779
2020-06-07T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,42,7,49,813,862,-4,1,2312,277,3451,164985,139481,,,3450,1,2308,4,276,1,7,0,163432,1553,138343,1138
2020-06-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,52,20,72,678,750,-35,1,8315,1070,10135,272106,192675,,,10134,1,8281,34,1068,2,22,-2,269298,2808,190860,1815
2020-06-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,2,12,17,29,1,1,1327,76,1432,76179,54314,,,1431,1,1327,0,76,0,2,0,75336,843,53733,581
2020-06-07T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,3,9,-3,2,1038,144,1191,15905,12335,,,1189,2,1033,5,144,0,0,0,15730,175,12289,46
2020-06-07T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,81,1,82,1003,1085,-79,1,16144,1954,19183,745805,354338,,,19182,1,16069,75,1949,5,2,-1,734130,11675,351519,2819
