data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-08-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,197,221,2,9,2823,472,3166,350,3516,137776,89381,,3512,4,2821,2,472,0,1,0,136795,981,88902,479
2020-08-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,72,72,-1,0,377,28,402,75,477,49919,49129,,477,0,376,1,28,0,0,0,49641,278,48851,278
2020-08-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,8,1,9,101,110,-2,4,1097,97,1159,145,1304,130228,128194,,1300,4,1091,6,97,0,1,0,129136,1092,127102,1092
2020-08-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,43,2,45,379,424,22,29,4279,440,5056,87,5143,352838,185318,,5114,29,4272,7,440,0,2,0,351505,1333,184220,1098
2020-08-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,78,4,82,1725,1807,17,41,24115,4298,28564,1656,30220,745489,446202,,30179,41,24091,24,4298,0,4,0,737749,7740,442538,3664
2020-08-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,3,10,154,164,8,9,2949,348,3428,33,3461,274643,132663,,3452,9,2948,1,348,0,3,0,272158,2485,132027,636
2020-08-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,9,199,922,1121,20,37,6931,868,6276,2644,8920,447675,366246,,8883,37,6915,16,867,1,9,0,444980,2695,364395,1851
2020-08-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,17,2,19,208,227,4,26,8534,1569,8481,1849,10330,205100,109799,,10304,26,8512,22,1569,0,2,0,203325,1775,108894,905
2020-08-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,165,10,175,5346,5521,7,102,74700,16833,90150,6904,97054,1387206,829237,,96952,102,74605,95,16833,0,10,0,1379246,7960,824917,4320
2020-08-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,10,0,10,157,167,5,16,5822,987,6976,0,6976,178788,106614,,6960,16,5811,11,987,0,0,0,177759,1029,106017,597
2020-08-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,29,29,-4,0,427,23,475,4,479,29443,28265,,479,0,423,4,23,0,0,0,29271,172,28105,160
2020-08-12T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,124,130,2,4,2357,292,2779,0,2779,116822,60969,,2775,4,2355,2,292,0,0,0,115114,1708,59794,1175
2020-08-12T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,1,3,65,68,-7,0,4525,405,3400,1598,4998,165002,75685,,4998,0,4518,7,405,0,0,1,163615,1387,75417,268
2020-08-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,76,3,79,776,855,33,42,26963,4138,24841,7115,31956,527588,321651,,31914,42,26956,7,4136,2,3,0,524849,2739,319943,1708
2020-08-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,43,2,45,217,262,33,33,3977,554,1836,2957,4793,261101,180855,per 885 casi non e' disponibile la provenienza,4760,33,3977,0,554,0,1,1,258978,2123,179205,1650
2020-08-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,77,83,1,1,1245,134,1377,85,1462,115018,97340,,1461,1,1245,0,134,0,0,0,114271,747,96725,615
2020-08-12T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,43,6,49,513,562,24,29,2757,284,2939,664,3603,301641,233597,,3574,29,2752,5,284,0,6,0,299393,2248,231949,1648
2020-08-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,15,3,18,545,563,28,33,9007,1137,10402,305,10707,457566,300764,,10674,33,9002,5,1137,0,1,2,454393,3173,298892,1872
2020-08-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,0,9,48,57,5,6,1380,80,1459,58,1517,130245,82645,,1511,6,1379,1,80,0,0,0,129301,944,82253,392
2020-08-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,5,0,5,10,15,0,0,1056,146,1099,118,1217,22839,16342,,1217,0,1056,0,146,0,0,0,22631,208,16228,114
2020-08-12T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,33,6,39,1294,1333,33,60,17376,2092,19579,1222,20801,1332649,516131,,20741,60,17356,20,2085,7,6,0,1322808,9841,513323,2808
