data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,346,54,400,1342,1742,18,40,206,212,2160,20594,,,2120,40,190,16,206,6,54,0,19441,1153
2020-04-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,61,12,73,204,277,-4,3,20,18,315,4355,,,312,3,14,6,17,1,12,0,4050,305
2020-04-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,165,14,179,616,795,3,8,62,66,923,18211,,,915,8,57,5,66,0,15,-1,17493,718
2020-04-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,526,82,608,2449,3057,55,87,305,242,3604,35448,,,3517,87,277,28,238,4,85,-3,33781,1667
2020-04-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3491,335,3826,9846,13672,177,463,3862,2564,20098,96704,,,19635,463,3659,203,2481,83,341,-6,91759,4945
2020-04-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,160,28,188,1138,1326,-56,38,910,195,2431,29988,,,2393,38,826,84,185,10,28,0,29685,303
2020-04-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1268,201,1469,2348,3817,87,122,749,279,4845,68954,,,4723,122,720,29,273,6,203,-2,65241,3713
2020-04-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1032,144,1176,2157,3333,0,118,1412,749,5494,21983,,,5376,118,1309,103,734,15,146,-2,20888,1095
2020-04-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11969,1176,13145,18120,31265,1007,1460,17166,10621,59052,205832,,,57592,1460,16823,343,10511,110,1174,2,196302,9530
2020-04-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,949,114,1063,2051,3114,-117,92,1489,700,5303,21057,,,5211,92,1291,198,689,11,118,-4,20060,997
2020-04-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,171,202,9,11,40,15,257,2471,,,246,11,39,1,14,1,4,0,2201,270
2020-04-12T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,183,45,228,1287,1515,246,141,378,205,2098,23246,dc-IT-0002,dc-EN-0002,1957,141,488,-110,200,5,56,-11,22186,1060
2020-04-12T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,322,61,383,1699,2082,18,83,678,293,3053,17797,,,2970,83,622,56,284,9,62,-1,16646,1151
2020-04-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3429,381,3810,8695,12505,335,652,2426,1729,16660,66555,,,16008,652,2205,221,1633,96,384,-3,62577,3978
2020-04-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,609,71,680,1772,2452,50,85,277,260,2989,30973,,,2904,85,249,28,253,7,73,-2,29463,1510
2020-04-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,26,135,768,903,15,22,137,73,1113,10663,,,1091,22,130,7,73,0,24,2,10120,543
2020-04-12T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,552,53,605,1425,2030,29,52,223,163,2416,36098,,,2364,52,209,14,154,9,58,-5,33787,2311
2020-04-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,983,238,1221,4941,6162,170,277,578,495,7235,78640,,,6958,277,499,79,467,28,237,1,75756,2884
2020-04-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,129,39,168,519,687,-36,10,580,52,1319,18672,,,1309,10,534,46,52,0,39,0,17661,1011
2020-04-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,16,125,463,588,-2,19,221,112,921,3510,,,902,19,205,16,107,5,17,-1,3464,46
2020-04-12T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1428,249,1677,9052,10729,-20,309,2492,856,14077,198442,,,13768,309,2188,304,831,25,251,-2,190912,7530
