data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-06-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,2,30,254,284,-53,1,2540,462,3286,104558,69720,,,3285,1,2487,53,461,1,2,0,103771,787,69214,506
2020-06-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,1,2,-5,0,372,27,401,39138,38358,,,401,0,367,5,27,0,0,0,39001,137,38221,137
2020-06-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,-5,1,1057,97,1180,93852,91818,,,1179,1,1051,6,97,0,0,0,93372,480,91388,430
2020-06-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,39,0,39,124,163,0,0,4071,431,4665,277560,134651,,,4665,0,4071,0,431,0,0,0,276025,1535,133632,1019
2020-06-28T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,108,12,120,922,1042,1,21,23161,4253,28456,486730,291041,,,28435,21,23142,19,4252,1,11,1,483309,3421,288719,2322
2020-06-28T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,12,0,12,26,38,-4,1,2925,345,3308,186781,105492,,,3307,1,2920,5,345,0,0,0,185651,1130,105108,384
2020-06-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,187,13,200,641,841,14,14,6418,837,8096,333852,272915,,,8082,14,6418,0,837,0,13,0,331599,2253,271209,1706
2020-06-28T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,48,3,51,221,272,4,4,8137,1558,9967,145111,77675,,,9963,4,8138,-1,1557,1,3,0,144156,955,77180,495
2020-06-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,323,43,366,10581,10947,-45,97,66175,16639,93761,1022440,611487,,,93664,97,66046,129,16626,13,43,0,1014321,8119,606607,4880
2020-06-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,9,0,9,311,320,-37,0,5474,991,6785,136117,82147,,,6785,0,5437,37,991,0,0,0,135122,995,81511,636
2020-06-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,26,26,0,0,396,23,445,22399,21325,,,445,0,396,0,23,0,0,0,22233,166,21165,160
2020-06-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,81,85,-2,1,2260,292,2637,83445,40487,,,2636,1,2257,3,292,0,1,0,83040,405,40235,252
2020-06-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,52,54,3,3,4404,405,4863,120065,62021,,,4860,3,4404,0,405,0,0,0,119039,1026,61511,510
2020-06-28T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,305,12,317,1178,1495,-8,14,25756,4085,31336,410813,257049,,,31322,14,25739,17,4080,5,12,0,408836,1977,255473,1576
2020-06-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,27,0,27,119,146,-1,0,3842,543,4531,174968,116126,,,4531,0,3841,1,543,0,0,0,173422,1546,115265,861
2020-06-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,1,1,1218,132,1364,82182,69088,,,1363,1,1218,0,132,0,0,0,81351,831,68359,729
2020-06-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,21,4,25,105,130,0,0,2666,281,3077,205492,168323,,,3077,0,2666,0,281,0,4,0,204184,1308,167299,1024
2020-06-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,16,6,22,301,323,5,5,8817,1103,10243,332758,227034,,,10238,5,8817,0,1103,0,6,0,329865,2893,225524,1510
2020-06-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,1,3,6,9,-1,0,1351,80,1440,94286,64456,,,1440,0,1350,1,80,0,1,0,93571,715,64026,430
2020-06-28T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,0,0,1044,146,1194,18062,13681,,,1194,0,1044,0,146,0,0,0,17988,74,13635,46
2020-06-28T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,16,1,17,443,460,-22,11,16807,2008,19275,944010,405126,,,19264,11,16775,32,2007,1,1,0,937417,6593,403556,1570
