data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-06-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,71,4,75,436,511,2,4,2312,456,3279,91445,61873,,,3275,4,2312,0,454,2,4,0,90340,1105,61177,696
2020-06-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,1,1,10,11,0,0,363,27,401,35139,34349,,,401,0,363,0,27,0,1,0,34681,458,33891,458
2020-06-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,15,1,16,28,44,-1,0,1021,97,1162,81981,79919,,,1162,0,1020,1,97,0,1,0,81255,726,79193,726
2020-06-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,53,2,55,264,319,-18,1,3860,430,4609,240290,121618,,,4608,1,3841,19,430,0,2,0,234666,5624,118820,2798
2020-06-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,192,14,206,1431,1637,-90,17,22232,4204,28073,407039,241833,,,28056,17,22130,102,4199,5,15,-1,400902,6137,237236,4597
2020-06-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,15,1,16,87,103,-2,0,2850,343,3296,160824,93641,,,3296,0,2848,2,343,0,0,1,158870,1954,93222,419
2020-06-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,305,37,342,980,1322,-35,14,5825,808,7955,297615,242245,,,7941,14,5778,47,806,2,45,-8,294654,2961,239788,2457
2020-06-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,85,3,88,155,243,-1,4,8115,1521,9879,126705,68766,,,9875,4,8113,2,1518,3,3,0,125871,834,68333,433
2020-06-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2116,94,2210,13779,15989,-796,244,59220,16449,91658,892641,530683,,,91414,244,58201,1019,16428,21,96,-2,883305,9336,524774,5909
2020-06-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,21,0,21,605,626,-51,4,5139,993,6758,121354,73298,,,6754,4,5084,55,993,0,0,0,120308,1046,72713,585
2020-06-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,74,74,-23,0,342,23,439,18845,17947,,,439,0,319,23,23,0,0,0,18495,350,17630,317
2020-06-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,2,10,85,95,0,3,2227,291,2613,76195,36607,,,2610,3,2224,3,291,0,2,0,75735,460,36393,214
2020-06-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,5,1,6,60,66,-4,1,3917,464,4447,103910,55054,,,4446,1,3912,5,464,0,1,0,102138,1772,54175,879
2020-06-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,517,26,543,2105,2648,-172,30,24399,4012,31059,368065,234561,,,31029,30,24203,196,4006,6,27,-1,365223,2842,232980,1581
2020-06-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,57,2,59,359,418,-4,0,3565,532,4515,147249,96820,,,4515,0,3561,4,532,0,2,0,145905,1344,96053,767
2020-06-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,21,33,-1,0,1198,132,1363,68769,58281,,,1363,0,1197,1,132,0,0,0,68079,690,57763,518
2020-06-14T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,32,3,35,802,837,-5,1,2341,279,3457,179438,150233,,,3456,1,2335,6,279,0,3,0,178319,1119,149516,717
2020-06-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,34,16,50,449,499,-3,8,8596,1085,10180,292101,206348,,,10172,8,8588,8,1082,3,16,0,289524,2577,204513,1835
2020-06-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,1,10,10,20,-1,0,1339,77,1436,81976,58013,,,1436,0,1339,0,76,1,1,0,81155,821,57511,502
2020-06-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,0,7,0,0,1040,144,1191,16597,12806,,,1191,0,1040,0,144,0,0,0,16476,121,12736,70
2020-06-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,40,1,41,731,772,-6,7,16469,1978,19219,812540,371726,,,19212,7,16457,12,1977,1,1,0,798290,14250,368659,3067
