data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-24 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,234,57,291,331,622,17,21,46,689,4294,663,26,20,1,38,8,52,5
2020-03-24 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,14,12,26,65,91,2,0,1,92,744,90,2,0,0,1,0,12,0
2020-03-24 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,88,21,109,195,304,24,5,10,319,4486,292,27,5,0,7,3,20,1
2020-03-24 17:00:00,ITA,15,Campania,40.83956555,14.25084984,345,181,526,466,992,63,53,56,1101,6297,1026,75,48,5,49,7,110,71
2020-03-24 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,2974,291,3265,4446,7711,491,558,985,9254,33527,8535,719,423,135,892,93,276,15
2020-03-24 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,195,49,244,604,848,77,80,64,992,8526,930,62,105,-25,54,10,41,8
2020-03-24 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,747,94,841,704,1545,131,103,80,1728,18371,1540,188,63,40,63,17,96,-2
2020-03-24 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,803,147,950,742,1692,139,193,231,2116,5992,1924,192,159,34,212,19,133,14
2020-03-24 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9711,1194,10905,8963,19868,958,6657,4178,30703,76695,28761,1942,6075,582,3776,402,1183,11
2020-03-24 17:00:00,ITA,11,Marche,43.61675973,13.5188753,862,149,1011,1486,2497,139,8,231,2736,7229,2569,167,8,0,203,28,148,1
2020-03-24 17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,7,34,21,55,5,10,8,73,572,67,6,10,0,7,1,7,0
2020-03-24 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,166,38,204,495,699,11,44,38,781,6509,724,57,7,37,29,9,33,5
2020-03-24 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,308,49,357,618,975,61,79,56,1110,3712,1023,87,68,11,41,15,46,3
2020-03-24 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2404,360,2764,2360,5124,595,17,374,5515,15469,4861,654,17,0,315,59,343,17
2020-03-24 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,317,57,374,566,940,78,21,44,1005,7345,906,99,7,14,37,7,45,12
2020-03-24 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,80,19,99,296,395,52,11,15,421,2859,359,62,5,6,11,4,18,1
2020-03-24 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,250,60,310,489,799,118,27,20,846,7170,721,125,27,0,13,7,60,0
2020-03-24 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,918,244,1162,1357,2519,218,51,129,2699,15701,2461,238,51,0,109,20,238,6
2020-03-24 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,105,43,148,476,624,68,5,19,648,4108,577,71,5,0,16,3,42,1
2020-03-24 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,71,20,91,288,379,0,2,19,400,1180,393,7,2,0,12,7,20,0
2020-03-24 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1318,304,1622,3729,5351,365,381,216,5948,66178,5505,443,327,54,192,24,281,23
