data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-09-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,48,5,53,626,679,47,54,2984,474,3603,534,4137,182106,117719,,4083,54,2978,6,473,1,5,0,180302,1804,116740,979
2020-09-18T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,6,1,7,156,163,-3,0,437,28,415,213,628,65884,65074,,628,0,434,3,28,0,1,0,65446,438,64636,438
2020-09-18T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,24,4,28,393,421,16,28,1266,98,1159,626,1785,182175,180069,,1757,28,1254,12,98,0,4,0,180398,1777,178292,1777
2020-09-18T17:00:00,ITA,15,Campania,40.83956555,14.25084984,318,20,338,4127,4465,158,208,5020,455,8456,1484,9940,527468,328713,,9732,208,4970,50,455,0,21,-1,520008,7460,321975,6738
2020-09-18T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,182,21,203,4166,4369,92,121,25252,4472,30405,3688,34093,1068778,616330,,33972,121,25224,28,4471,1,21,0,1059104,9674,612312,4018
2020-09-18T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,22,4,26,646,672,16,39,3291,349,4017,295,4312,375150,169788,,4273,39,3268,23,349,0,4,0,371998,3152,168808,980
2020-09-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,459,17,476,4937,5413,130,193,7680,889,7306,6676,13982,764828,637844,,13789,193,7617,63,889,0,16,1,754270,10558,629051,8793
2020-09-18T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,141,16,157,1257,1414,56,158,9329,1586,9217,3112,12329,279460,150104,,12171,158,9227,102,1586,0,15,1,275505,3955,148192,1912
2020-09-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,284,32,316,8711,9027,93,224,78369,16908,93748,10556,104304,1906689,1184027,,104080,224,78240,129,16906,2,32,0,1889861,16828,1173781,10246
2020-09-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,22,1,23,583,606,24,29,6084,989,7679,0,7679,230491,135887,,7650,29,6079,5,989,0,2,-1,228972,1519,135016,871
2020-09-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,1,4,96,100,0,3,458,23,542,39,581,38912,37522,,578,3,455,3,23,0,1,0,38407,505,37023,499
2020-09-18T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,15,2,17,368,385,59,72,2578,292,3255,0,3255,157398,83325,,3183,72,2565,13,292,0,2,0,155482,1916,82321,1004
2020-09-18T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,12,0,12,546,558,-13,18,4704,405,3645,2022,5667,211645,91799,,5649,18,4673,31,405,0,0,0,209852,1793,91333,466
2020-09-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,140,6,146,2116,2262,40,127,27752,4153,23856,10311,34167,659243,401619,,34040,127,27665,87,4153,0,6,0,654457,4786,399601,2018
2020-09-18T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,200,12,212,1774,1986,71,84,4273,577,2207,4629,6836,368571,263073,,6752,84,4262,11,575,2,14,-2,364798,3773,260264,2809
2020-09-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,89,17,106,1461,1567,53,66,1400,141,1750,1358,3108,166723,141571,,3042,66,1388,12,140,1,17,0,164785,1938,140077,1494
2020-09-18T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,179,15,194,1963,2157,114,179,3295,296,3859,1889,5748,424799,316122,,5569,179,3231,64,295,1,14,1,418470,6329,312007,4115
2020-09-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,95,21,116,2584,2700,50,99,9670,1152,11271,2251,13522,660245,444645,,13423,99,9621,49,1152,0,20,1,652362,7883,439124,5521
2020-09-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,27,5,32,423,455,-12,21,1623,82,1592,568,2160,184540,111396,,2139,21,1590,33,82,0,5,0,182856,1684,110422,974
2020-09-18T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,43,49,8,8,1081,146,1146,130,1276,27190,18953,,1268,8,1081,0,146,0,0,0,27108,82,18904,49
2020-09-18T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,115,8,123,2886,3009,45,176,20261,2153,20564,4859,25423,1763868,691678,,25247,176,20132,129,2151,2,12,-4,1751883,11985,687364,4314
