data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,305,53,358,1277,1635,69,83,181,198,2014,18088,,,1931,83,171,10,194,4,57,-4,16847,1241
2020-04-10T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,59,15,74,205,279,4,5,14,15,308,3696,,,303,5,13,1,15,0,17,-2,3474,222
2020-04-10T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,168,14,182,604,786,21,27,50,65,901,16637,,,874,27,48,2,61,4,15,-1,15698,939
2020-04-10T17:00:00,ITA,15,Campania,40.83956555,14.25084984,600,90,690,2273,2963,90,98,248,231,3442,31745,,,3344,98,244,4,227,4,94,-4,29664,2081
2020-04-10T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3596,349,3945,9405,13350,92,451,3381,2397,19128,85884,,,18677,451,3103,278,2316,81,355,-6,81715,4169
2020-04-10T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,167,33,200,1198,1398,8,50,772,179,2349,28097,,,2299,50,738,34,171,8,37,-4,26205,1892
2020-04-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1236,201,1437,2196,3633,101,154,687,263,4583,61769,,,4429,154,644,43,253,10,198,3,58107,3662
2020-04-10T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1076,151,1227,2074,3301,48,171,1181,709,5191,19514,,,5020,171,1085,96,682,27,154,-3,18446,1068
2020-04-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11877,1202,13079,16451,29530,456,1246,16280,10238,56048,186325,,,54802,1246,15706,574,10022,216,1236,-34,176953,9372
2020-04-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,925,127,1052,2264,3316,-85,129,1086,682,5084,18970,,,4955,129,885,201,669,13,133,-6,18194,776
2020-04-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,161,193,4,9,37,13,243,2069,pd-IT-0010,pd-EN-0010,234,9,32,5,13,0,4,0,2069,0
2020-04-10T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,258,58,316,1001,1317,2,52,447,191,1955,20866,,,1903,52,401,46,187,4,64,-6,19875,991
2020-04-10T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,335,70,405,1589,1994,16,108,547,275,2816,14981,,,2708,108,462,85,268,7,69,1,14338,643
2020-04-10T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3497,394,3891,7685,11576,240,490,1904,1532,15012,57457,,,14522,490,1732,172,1454,78,412,-18,52807,4650
2020-04-10T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,631,80,711,1625,2336,35,93,235,238,2809,27812,,,2716,93,190,45,225,13,86,-6,26088,1724
2020-04-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,743,876,0,37,118,69,1063,9444,,,1026,37,86,32,64,5,25,1,8918,526
2020-04-10T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,568,62,630,1337,1967,25,70,187,148,2302,31156,,,2232,70,152,35,138,10,63,-1,28742,2414
2020-04-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1011,256,1267,4555,5822,119,175,451,454,6727,72001,,,6552,175,441,10,408,46,256,0,65461,6540
2020-04-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,146,39,185,567,752,-40,4,498,52,1302,16325,,,1298,4,455,43,51,1,38,1,15170,1155
2020-04-10T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,131,16,147,455,602,-7,11,170,107,879,3328,,,868,11,154,16,105,2,18,-2,3142,186
2020-04-10T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1521,257,1778,8869,10647,198,488,1981,793,13421,180700,,,12933,488,1728,253,756,37,274,-17,171456,9244
