data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-07-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,125,153,-3,0,2692,464,3106,203,3309,110863,73722,,3309,0,2689,3,464,0,0,0,110126,737,73199,523
2020-07-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,400,4,404,41102,40322,"NEL TOTALE CASI POSITIVI SONO COMPRESI ULTERIORI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, ASINTOMATICI ED  IN ISOLAMENTO DOMICILIARE, NON RESIDENTI E PROVENIENTI DA STATO ESTERO.  ",404,0,373,0,27,0,0,0,40807,295,40027,295
2020-07-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,23,27,1,1,1060,97,1159,25,1184,100737,98703,,1183,1,1060,0,97,0,0,0,99705,1032,97671,1032
2020-07-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,48,0,48,178,226,-1,1,4089,432,4691,56,4747,294712,145538,,4746,1,4087,2,432,0,0,0,293368,1344,144742,796
2020-07-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,98,10,108,952,1060,-4,31,23377,4269,28028,678,28706,526212,314717,,28675,31,23343,34,4268,1,9,1,519586,6626,311431,3286
2020-07-07T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,65,72,1,1,2910,345,3323,4,3327,202753,110428,,3326,1,2910,0,345,0,0,0,200651,2102,109777,651
2020-07-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,202,13,215,658,873,3,5,6495,842,6035,2175,8210,355305,291236,,8205,5,6493,2,842,0,12,1,353276,2029,289493,1743
2020-07-07T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,38,0,38,247,285,-4,2,8160,1558,8628,1375,10003,156101,83387,,10001,2,8154,6,1558,0,0,0,154636,1465,82633,754
2020-07-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,229,36,265,8809,9074,-418,53,68793,16713,88988,5592,94580,1092340,653837,,94527,53,68335,458,16700,13,36,0,1088960,3380,651688,2149
2020-07-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,180,185,-4,1,5619,987,6791,0,6791,144089,87246,,6790,1,5614,5,987,0,0,0,143299,790,86700,546
2020-07-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,18,18,-3,0,404,23,444,1,445,23800,22691,,445,0,401,3,23,0,0,0,23616,184,22519,172
2020-07-07T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,80,83,0,1,2273,292,2648,0,2648,87774,43059,,2647,1,2272,1,292,0,0,0,87392,382,42875,184
2020-07-07T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,37,40,3,3,4431,405,3380,1496,4876,128597,65442,,4873,3,4431,0,405,0,0,0,128029,568,65130,312
2020-07-07T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,210,8,218,955,1173,-35,5,26154,4107,26584,4850,31434,434835,269654,,31429,5,26117,37,4104,3,9,-1,431761,3074,268189,1465
2020-07-07T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,67,79,-14,0,3910,546,2108,2427,4535,191319,128899,per 1416 casi non e' disponibile la provenienza,4536,-1,3898,12,545,1,0,0,188969,2350,127514,1385
2020-07-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,8,13,3,0,1224,134,1360,11,1371,88721,75144,,1371,0,1227,-3,134,0,0,0,87798,923,74361,783
2020-07-07T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,12,0,12,128,140,1,1,2674,282,2749,347,3096,224783,182429,,3095,1,2674,0,282,0,2,-2,222176,2607,180811,1618
2020-07-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,326,339,7,19,8851,1116,10086,220,10306,356547,239793,,10287,19,8841,10,1114,2,2,-1,353862,2685,238175,1618
2020-07-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,5,8,-1,0,1359,80,1433,14,1447,101557,68353,,1447,0,1358,1,80,0,0,0,100395,1162,67791,562
2020-07-07T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1082,114,1196,18869,14138,,1196,0,1045,0,146,0,0,0,18807,62,14101,37
2020-07-07T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,17,2,19,366,385,1,14,16922,2034,19269,72,19341,1022657,425762,,19327,14,16919,3,2024,10,2,0,1013235,9422,423183,2579
