data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-05-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,191,6,197,1216,1413,-9,7,1392,388,3193,57897,40345,,,3186,7,1379,13,385,3,6,0,57217,680,39788,557
2020-05-18T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,29,1,30,63,93,-11,0,272,27,392,22581,22016,,,392,0,261,11,27,0,1,0,22167,414,21627,389
2020-05-18T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,53,2,55,346,401,-21,0,655,95,1151,56167,54333,,,1151,0,634,21,95,0,2,0,55304,863,53470,863
2020-05-18T17:00:00,ITA,15,Campania,40.83956555,14.25084984,342,17,359,1314,1673,-23,11,2623,399,4695,143478,67155,,,4684,11,2592,31,396,3,17,0,139787,3691,63039,4116
2020-05-18T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,708,105,813,4712,5525,-131,35,17756,3986,27267,263888,166240,,,27232,35,17603,153,3973,13,111,-6,261106,2782,163117,3123
2020-05-18T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,81,3,84,537,621,-33,7,2257,320,3198,104874,65184,,,3191,7,2218,39,319,1,3,0,104056,818,64558,626
2020-05-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1137,73,1210,2616,3826,-84,39,3031,628,7485,209472,167859,,,7446,39,2914,117,622,6,74,-1,206166,3306,164779,3080
2020-05-18T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,360,23,383,1956,2339,-117,32,5485,1367,9191,81485,47984,,,9159,32,5348,137,1355,12,24,-1,80154,1331,47381,603
2020-05-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4482,252,4734,22339,27073,-357,175,42403,15543,85019,581437,343213,,,84844,175,41895,508,15519,24,255,-3,576359,5078,340164,3049
2020-05-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,156,17,173,2142,2315,-250,11,3379,984,6678,89085,55988,,,6667,11,3118,261,984,0,18,-1,88656,429,55667,321
2020-05-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,9,2,11,206,217,1,11,183,22,422,11514,11285,,,411,11,173,10,22,0,2,0,11085,429,10892,393
2020-05-18T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,52,6,58,249,307,-7,1,1984,291,2582,54861,24930,,,2581,1,1977,7,290,1,5,1,54428,433,24677,253
2020-05-18T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,41,8,49,199,248,-53,13,3650,453,4351,70173,41383,pd-IT-0018,pd-EN-0018,4338,13,3584,66,453,0,8,0,69659,514,41383,0
2020-05-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1589,99,1688,8186,9874,-365,72,16113,3632,29619,253479,170556,,,29547,72,15696,417,3612,20,101,-2,249371,4108,168295,2261
2020-05-18T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,254,22,276,1719,1995,-22,7,1920,471,4386,91901,63403,,,4379,7,1892,28,470,1,21,1,91035,866,62886,517
2020-05-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,72,10,82,298,380,-25,0,847,126,1353,43387,37684,,,1353,0,823,24,125,1,10,0,42249,1138,36736,948
2020-05-18T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,137,13,150,1389,1539,-16,7,1589,267,3395,118859,106277,,,3388,7,1566,23,267,0,13,0,117426,1433,105074,1203
2020-05-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,197,66,263,2310,2573,-229,13,6399,989,9961,205201,148580,,,9948,13,6162,237,984,5,67,-1,204022,1179,148060,520
2020-05-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,24,2,26,51,77,-1,0,1274,73,1424,56279,39512,,,1424,0,1273,1,73,0,2,0,55956,323,39272,240
2020-05-18T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,30,0,30,30,60,-8,1,971,143,1174,12327,9595,,,1173,1,962,9,143,0,0,0,12169,158,9469,126
2020-05-18T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,263,22,285,3719,4004,-37,9,13143,1803,18950,513021,275851,,,18941,9,13106,37,1794,9,22,0,506588,6433,272938,2913
