data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-05-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,195,7,202,1221,1423,-31,30,1372,383,3178,55672,38681,,,3148,30,1313,59,381,2,6,1,54028,1644,37587,1094
2020-05-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,29,1,30,83,113,-7,1,250,27,390,21496,20966,,,389,1,242,8,27,0,1,0,20851,645,20359,607
2020-05-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,56,2,58,416,474,-31,7,582,95,1151,54091,52257,,,1144,7,544,38,95,0,2,0,52701,1390,50847,1410
2020-05-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,351,16,367,1343,1710,-26,14,2562,396,4668,136261,61574,,,4654,14,2522,40,396,0,17,-1,131544,4717,59162,2412
2020-05-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,740,112,852,5000,5852,-149,72,17370,3960,27182,258274,163067,,,27110,72,17166,204,3943,17,114,-2,253497,4777,160622,2445
2020-05-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,79,3,82,598,680,-61,8,2184,319,3183,101694,63251,,,3175,8,2116,68,318,1,3,0,100400,1294,62319,932
2020-05-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1156,76,1232,2790,4022,-66,32,2758,616,7396,201938,161405,,,7364,32,2672,86,604,12,79,-3,197599,4339,157880,3525
2020-05-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,369,26,395,2138,2533,-70,51,5232,1346,9111,78068,46304,,,9060,51,5121,111,1336,10,31,-5,76012,2056,45307,997
2020-05-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4521,268,4789,22890,27679,-67,399,41389,15450,84518,564550,333243,,,84119,399,40962,427,15411,39,276,-8,550405,14145,325071,8172
2020-05-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,154,17,171,2486,2657,-138,23,3003,982,6642,87211,54804,,,6619,23,2847,156,977,5,18,-1,84351,2860,53813,991
2020-05-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,2,10,205,215,-12,3,173,22,410,10859,10666,,,407,3,158,15,22,0,2,0,10468,391,10281,385
2020-05-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,48,5,53,290,343,-16,0,1945,290,2578,53703,24316,,,2578,0,1929,16,290,0,5,0,52939,764,23969,347
2020-05-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,44,8,52,293,345,-61,8,3528,453,4326,65383,39613,,,4318,8,3461,67,451,2,9,-1,63700,1683,38273,1340
2020-05-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1562,100,1662,9040,10702,-411,137,15187,3594,29483,245075,165849,,,29346,137,14676,511,3557,37,108,-8,239507,5568,161854,3995
2020-05-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,272,22,294,1810,2104,-77,8,1807,463,4374,89611,61942,,,4366,8,1724,83,461,2,23,-1,87687,1924,60613,1329
2020-05-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,75,10,85,330,415,-46,4,812,125,1352,41257,35933,,,1348,4,762,50,125,0,10,0,39844,1413,34864,1069
2020-05-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,159,12,171,1488,1659,-101,8,1458,265,3382,114963,103103,,,3374,8,1351,107,263,2,11,1,112929,2034,101487,1616
2020-05-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,234,66,300,2643,2943,-225,30,5991,979,9913,200703,145946,,,9883,30,5739,252,976,3,67,-1,197365,3338,144237,1709
2020-05-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,54,81,-9,0,1268,73,1422,55170,38663,,,1422,0,1259,9,73,0,2,0,53801,1369,37660,1003
2020-05-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,33,0,33,42,75,-2,1,956,142,1173,11835,9181,,,1172,1,953,3,142,0,0,0,11413,422,8814,367
2020-05-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,290,20,310,3852,4162,-277,39,12983,1783,18928,497045,269003,,,18889,39,12688,295,1762,21,24,-4,484639,12406,264091,4912
