data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,331,26,357,5087,5444,415,482,3690,540,7200,2474,9674,280591,174707,"Dal totale dei positivi è stato eliminato un caso di ieri in quanto duplicato
",9193,481,3630,60,306,25,534,6,26,0,276681,3910,172659,2048
2020-10-29T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,74,7,81,1175,1256,72,86,684,47,670,1317,1987,100470,99620,,1901,86,670,14,73,1,47,0,7,0,99466,1004,98626,994
2020-10-29T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,134,7,141,2573,2714,210,225,1798,113,1174,3451,4625,268987,266077,,4400,225,1785,13,120,14,111,2,11,-4,266246,2741,263352,2725
2020-10-29T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1297,164,1461,36243,37704,2818,3103,10537,644,46299,2586,48885,919318,622408,,45782,3103,10272,265,1235,62,624,20,160,4,901583,17735,611945,10463
2020-10-29T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1054,123,1177,18536,19713,1483,1545,27724,4601,39481,12557,52038,1553171,835830,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19. Si corregge pertanto il dato dei casi totali positivi comunicato ieri: n°corretto 50.493.,50494,1544,27671,53,999,55,4593,8,119,4,1531311,21860,827354,8476
2020-10-29T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,152,34,186,3922,4108,376,468,5115,387,8609,1001,9610,526798,225536,,9142,468,5028,87,146,6,382,5,35,-1,521139,5659,223790,1746
2020-10-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1786,168,1954,27758,29712,1766,1995,11002,1173,14932,26955,41887,1386496,1132105,,39892,1995,10788,214,1669,117,1158,15,166,2,1361332,25164,1111817,20288
2020-10-29T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,907,50,957,6979,7936,458,1018,16863,1742,18879,7662,26541,431053,224168,,25523,1018,16312,551,878,29,1733,9,46,4,424986,6067,221286,2882
2020-10-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3355,345,3700,64184,67884,6478,7339,92567,17414,143887,33978,177865,2850943,1780305,,170526,7339,91763,804,3072,283,17357,57,292,53,2808259,42684,1755084,25221
2020-10-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,247,39,286,4850,5136,610,686,6950,1009,13015,80,13095,314006,183944,,12409,686,6875,75,250,-3,1008,1,32,7,310091,3915,181572,2372
2020-10-29T17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,4,23,768,791,92,94,675,32,1448,50,1498,61905,58031,,1404,94,674,1,19,0,31,1,4,0,61105,800,57441,590
2020-10-29T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,193,15,208,4009,4217,296,298,2962,306,7485,0,7485,227707,117659,,7187,298,2962,0,181,12,304,2,15,0,225141,2566,116456,1203
2020-10-29T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,109,9,118,1503,1621,-146,173,6470,435,4842,3684,8526,283240,112836,,8353,173,6154,316,94,15,432,3,6,3,280137,3103,112387,449
2020-10-29T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2381,146,2527,25364,27891,2104,2585,32807,4332,31834,33196,65030,997507,609925,,62445,2585,32353,454,2237,144,4305,27,135,11,984720,12787,599224,10701
2020-10-29T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,669,78,747,9255,10002,565,716,6361,706,4849,12220,17069,544675,386874,per 959 casi non e' disponibile la provenienza,16353,716,6217,144,690,-21,699,7,70,8,537592,7083,383008,3866
2020-10-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,322,39,361,5205,5566,218,282,3035,207,3345,5463,8808,260726,221404,,8526,282,2973,62,298,24,205,2,37,2,257266,3460,218343,3061
2020-10-29T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,839,115,954,11791,12745,557,789,6605,472,12621,7201,19822,669376,472930,,19033,789,6386,219,787,52,459,13,111,4,662150,7226,468458,4472
2020-10-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,956,137,1093,22877,23970,1610,1966,13678,1310,31190,7768,38958,1056864,706557,,36992,1966,13335,343,857,99,1297,13,130,7,1041270,15594,696653,9904
2020-10-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,260,41,301,5270,5571,572,694,3277,119,2917,6050,8967,290964,169837,,8273,694,3160,117,255,5,114,5,37,4,286380,4584,167083,2754
2020-10-29T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,120,7,127,1457,1584,154,178,1235,162,2635,346,2981,40095,25235,,2803,178,1216,19,107,13,157,5,7,0,39314,781,24935,300
2020-10-29T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,759,97,856,22770,23626,2026,2109,25247,2371,24522,26722,51244,2288598,890507,,49135,2109,25180,67,708,51,2355,16,90,7,2275869,12729,886165,4342
