data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,354,71,425,931,1356,55,65,119,153,1628,12837,,,1563,65,116,3,146,7,76,-5,11890,947
2020-04-04T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,44,19,63,181,244,-3,3,9,11,264,2765,,,261,3,3,6,11,0,19,0,2622,143
2020-04-04T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,178,15,193,469,662,0,8,30,49,741,12314,,,733,8,26,4,45,4,17,-2,11608,706
2020-04-04T17:00:00,ITA,15,Campania,40.83956555,14.25084984,567,114,681,1815,2496,144,151,146,186,2828,21534,,,2677,151,144,2,181,5,115,-1,19237,2297
2020-04-04T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3859,358,4217,8306,12523,345,608,2040,1977,16540,67075,,,15932,608,1852,188,1902,75,364,-6,63682,3393
2020-04-04T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,183,50,233,1103,1336,12,107,505,145,1986,21126,,,1879,107,419,86,136,9,61,-11,19985,1141
2020-04-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1236,193,1429,1677,3106,97,157,439,212,3757,44624,,,3600,157,392,47,199,13,188,5,43776,848
2020-04-04T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1121,169,1290,1604,2894,148,238,767,542,4203,14087,,,3965,238,700,67,519,23,173,-4,12934,1153
2020-04-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12002,1326,13328,13892,27220,1031,1598,13242,8656,49118,141877,,,47520,1598,13020,222,8311,345,1381,-55,135051,6826
2020-04-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,997,153,1150,2347,3497,-134,111,270,574,4341,14472,,,4230,111,42,228,557,17,158,-5,13678,794
2020-04-04T17:00:00,ITA,14,Molise,41.55774754,14.65916051,31,6,37,134,171,27,30,24,11,206,1504,,,176,30,21,3,11,0,8,-2,1378,126
2020-04-04T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,291,61,352,849,1201,-8,33,245,146,1592,15045,,,1559,33,211,34,139,7,60,1,13976,1069
2020-04-04T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,353,81,434,1319,1753,94,111,257,210,2220,9863,,,2109,111,246,11,204,6,80,1,8993,870
2020-04-04T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3441,450,3891,5802,9693,563,813,888,1128,11709,37181,,,10896,813,723,165,1043,85,452,-2,34281,2900
2020-04-04T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,627,153,780,1193,1973,24,58,94,173,2240,18977,,,2182,58,69,25,164,9,123,30,17924,1053
2020-04-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,123,24,147,642,789,45,49,44,41,874,6789,,,825,49,40,4,41,0,24,0,6478,311
2020-04-04T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,553,74,627,1099,1726,62,73,95,111,1932,19896,,,1859,73,94,1,101,10,73,1,18686,1210
2020-04-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1129,286,1415,3639,5054,145,172,310,307,5671,47886,,,5499,172,300,10,290,17,288,-2,44460,3426
2020-04-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,167,44,211,716,927,7,31,242,41,1210,11809,,,1179,31,220,22,39,2,48,-4,10614,1195
2020-04-04T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,63,23,86,474,560,0,29,106,82,748,2274,,,719,29,89,17,70,12,25,-2,2106,168
2020-04-04T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1691,324,2015,7078,9093,232,360,1124,607,10824,133289,,,10464,360,1031,93,572,35,335,-11,126490,6799
