data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-18 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,99,41,140,109,249,33,7,7,263,2054,229,34,7,0,6,1,32,9
2020-03-18 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,9,2,11,16,27,7,0,0,27,262,20,7,0,0,0,0,2,0
2020-03-18 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,11,56,70,126,14,2,1,129,1668,114,15,1,1,1,0,10,1
2020-03-18 17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,0,28,9,460,2685,460,0,28,0,9,0,24,0
2020-03-18 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,1784,247,2031,1884,3915,511,152,458,4525,15461,3931,594,134,18,393,65,223,24
2020-03-18 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,128,27,155,261,416,69,15,31,462,4958,394,68,17,-2,30,1,21,6
2020-03-18 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,374,44,418,232,650,100,42,32,724,11145,607,117,34,8,23,9,44,0
2020-03-18 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,401,100,501,243,744,83,70,73,887,2912,778,109,57,13,60,13,85,15
2020-03-18 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7285,924,8209,4057,12266,171,3488,1959,17713,48983,16220,1493,2485,1003,1640,319,879,45
2020-03-18 17:00:00,ITA,11,Marche,43.61675973,13.5188753,638,119,757,719,1476,174,0,92,1568,4109,1371,197,0,0,69,23,109,10
2020-03-18 17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,6,13,8,21,2,6,1,28,361,25,3,5,1,1,0,5,1
2020-03-18 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,79,18,97,269,366,84,1,9,376,2844,291,85,1,0,8,1,11,7
2020-03-18 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,141,22,163,273,436,68,12,7,455,2187,385,70,10,2,7,0,22,0
2020-03-18 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1780,227,2007,180,2187,423,0,154,2341,7516,1897,444,0,0,133,21,206,21
2020-03-18 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,156,30,186,176,362,42,2,19,383,3433,340,43,2,0,18,1,14,16
2020-03-18 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,42,7,49,83,132,17,0,2,134,1135,117,17,0,0,2,0,4,3
2020-03-18 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,100,29,129,138,267,41,12,3,282,3294,237,45,8,4,3,0,28,1
2020-03-18 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,427,160,587,704,1291,267,17,22,1330,7606,1053,277,12,5,17,5,143,17
2020-03-18 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,54,21,75,166,241,49,4,2,247,1601,197,50,4,0,1,1,21,0
2020-03-18 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,41,3,44,118,162,28,0,3,165,486,136,29,0,0,2,1,6,-3
2020-03-18 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,646,195,841,2112,2953,465,167,94,3214,40841,2704,510,136,31,80,14,171,24
