data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-08-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,1,26,228,254,2,2,2834,472,3195,365,3560,140925,91242,,3558,2,2834,0,472,0,1,0,140692,233,91060,182
2020-08-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,65,65,-1,0,392,28,402,83,485,50857,50066,N. 1 CASO RISULTATO POSITIVO E DICHIARATO IL 15.08.2020 E' RISULTATO NEGATIVO AI TEST PER Sars Cov-2 DI II LIVELLO ESEGUITO IN DATA ODIERNA. ,486,-1,392,0,28,0,0,0,50856,1,50066,0
2020-08-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,9,1,10,136,146,3,3,1105,97,1159,189,1348,135740,133706,,1345,3,1105,0,97,0,1,0,134064,1676,132030,1676
2020-08-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,43,1,44,489,533,44,46,4305,440,5183,95,5278,361893,191738,,5232,46,4303,2,440,0,1,0,358504,3389,189377,2361
2020-08-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,74,4,78,1727,1805,51,51,24178,4453,28662,1774,30436,768939,458446,,30385,51,24178,0,4453,0,4,0,765122,3817,456025,2421
2020-08-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,3,3,6,190,196,7,8,2963,348,3463,44,3507,283774,135467,,3499,8,2962,1,348,0,3,0,282722,1052,134780,687
2020-08-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,204,9,213,1071,1284,66,68,6973,870,6320,2807,9127,457954,373861,,9059,68,6971,2,870,0,9,0,454938,3016,371681,2180
2020-08-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,19,3,22,263,285,12,12,8604,1569,8589,1869,10458,211264,113221,,10446,12,8604,0,1569,0,3,0,210231,1033,112680,541
2020-08-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,147,13,160,5217,5377,20,61,75163,16840,90365,7015,97380,1413754,843250,,97319,61,75125,38,16837,3,12,1,1408872,4882,840083,3167
2020-08-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,181,194,0,5,5854,987,7035,0,7035,183363,109134,,7030,5,5849,5,987,0,1,0,182505,858,108605,529
2020-08-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,35,35,0,0,429,23,477,10,487,29958,28770,,487,0,429,0,23,0,0,0,29899,59,28711,59
2020-08-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,1,8,121,129,3,9,2381,292,2802,0,2802,121956,63890,,2793,9,2375,6,292,0,1,0,120894,1062,63420,470
2020-08-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,1,2,57,59,-1,0,4539,405,3402,1601,5003,169701,76846,,5003,0,4538,1,405,0,1,0,169248,453,76702,144
2020-08-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,80,3,83,782,865,-15,40,27080,4139,24733,7351,32084,535766,326513,,32044,40,27025,55,4139,0,3,0,533845,1921,324996,1517
2020-08-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,47,1,48,275,323,15,15,3981,554,1847,3011,4858,267374,185276,per 882 casi non e' disponibile la provenienza,4843,15,3981,0,554,0,1,0,266293,1081,184587,689
2020-08-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,8,0,8,97,105,4,5,1254,134,1382,111,1493,117744,99495,,1489,4,1254,0,134,0,0,0,117404,340,99203,292
2020-08-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,51,5,56,656,712,35,39,2769,285,2986,780,3766,308979,238872,,3727,39,2766,3,284,1,5,0,307936,1043,237998,874
2020-08-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,10,4,14,653,667,34,34,9028,1138,10429,404,10833,469408,307863,,10799,34,9028,0,1138,0,4,0,467475,1933,306566,1297
2020-08-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,72,83,3,3,1385,80,1471,77,1548,133020,84080,,1545,3,1385,0,80,0,1,0,132814,206,83936,144
2020-08-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,7,9,-2,0,1062,146,1099,118,1217,23221,16543,,1217,0,1060,2,146,0,0,0,23166,55,16512,31
2020-08-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,35,4,39,1568,1607,47,78,17507,2096,19693,1517,21210,1371827,527652,,21132,78,17476,31,2096,0,4,0,1363130,8697,524443,3209
