data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-03-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,665,84,749,12695,13444,-121,273,42510,1813,,,57767,1076297,531894,"Sono stati eliminati 3 casi dal totale dei positivi dei giorni scorsi, in quanto duplicati. I dati dei guariti e dei deceduti sono stati parzialmente aggiornati a causa di un prolungato blocco del portale dell'Istituto Superiore di Sanità.",3,,,57767,0,784667,291630,ITF,ITF1,57497,270,42131,379,643,22,1801,12,84,0,1068599,7698,529568,2326
2021-03-08T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,111,13,124,3554,3678,-107,28,12559,380,,,16617,261772,153154,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 13 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA. ",1,,,16617,0,250446,11326,ITF,ITF5,16589,28,12425,134,101,10,379,1,12,1,261351,421,152938,216
2021-03-08T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,221,32,253,6368,6621,-28,89,32132,706,,,39459,602904,568253,,3,,,39453,6,590064,12840,ITF,ITF6,39370,89,32016,116,217,4,705,1,30,2,601651,1253,567156,1097
2021-03-08T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1425,148,1573,88334,89907,312,1644,192453,4505,,,286865,3102497,2141987,,14,,,278336,8529,2964357,138140,ITF,ITF3,285221,1644,191162,1291,1396,29,4464,41,145,3,3091099,11398,2135535,6452
2021-03-08T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2960,286,3246,53772,57018,2083,2987,214771,10827,,,282616,4106632,1557578,"Sono stati eliminati 17 casi, positivi a test antigenico ma non confermati da tampone molecolare.",19,,,282452,164,3550630,556002,ITH,ITH5,279646,2970,213934,837,2813,147,10777,50,283,3,4089140,17492,1552719,4859
2021-03-08T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,457,58,515,11522,12037,189,415,66198,2929,,,81164,1408009,503160,,9,,,74537,6627,1292378,115631,ITH,ITH4,80749,415,65991,207,447,10,2910,19,57,1,1404463,3546,501473,1687
2021-03-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2022,253,2275,35651,37926,314,1175,201354,6064,,,245344,4368011,2979623,,22,,,242273,3071,3504220,863791,ITI,ITI4,244169,1175,200515,839,1951,71,6042,22,240,13,4349476,18535,2971122,8501
2021-03-08T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,514,63,577,5372,5949,76,215,70977,3689,,,80615,1083265,459713,,4,,in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,80615,0,959091,124174,ITC,ITC3,80400,215,70840,137,507,7,3687,2,61,2,1080054,3211,458469,1244
2021-03-08T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5200,597,5797,74332,80129,-2079,2301,527359,28790,,,636278,7002672,3222181,,46,,,622345,13933,6497863,504809,ITC,ITC4,633977,2301,523031,4328,5058,142,28738,52,573,24,6979676,22996,3214062,8119
2021-03-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,625,104,729,9457,10186,-292,349,60936,2338,,,73460,879990,537144,,11,,,73460,0,804138,75852,ITI,ITI3,73111,349,60299,637,616,9,2334,4,98,6,877296,2694,535414,1730
2021-03-08T17:00:00,ITA,14,Molise,41.55774754,14.65916051,95,20,115,1510,1625,-51,35,9206,379,,,11210,168528,152677,,1,,,11210,0,168235,293,ITF,ITF2,11175,35,9121,85,94,1,378,1,19,1,168062,466,152251,426
2021-03-08T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,195,39,234,4896,5130,-226,88,49219,1063,,,55412,882251,199328,,5,,,43956,11456,504247,378004,ITH,ITH1,55324,88,48909,310,191,4,1059,4,38,1,876679,5572,199185,143
