data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-08 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,14,0,14,3,17,6,0,0,17,163,11,6,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,2,4,1,0,0,4,123,3,1,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,4,9,5,0,0,9,113,4,5,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,15,Campania,40.83956555,14.25084984,30,7,37,63,100,39,1,0,101,980,61,40,0,1,0,0,0,7
2020-03-08 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,542,75,617,480,1097,160,27,56,1180,4344,1010,170,25,2,48,8,64,11
2020-03-08 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,45,53,14,3,1,57,997,42,15,3,0,0,1,1,0
2020-03-08 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,47,8,55,26,81,9,3,3,87,1929,76,11,3,0,1,2,8,0
2020-03-08 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,39,11,50,17,67,25,5,6,78,401,51,27,5,0,4,2,6,5
2020-03-08 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,550,267,4189,18534,3420,769,524,26,154,113,359,40
2020-03-08 18:00:00,ITA,11,Marche,43.61675973,13.5188753,110,41,151,114,265,64,0,7,272,1025,207,65,0,0,6,1,36,5
2020-03-08 18:00:00,ITA,14,Molise,41.55774754,14.65916051,4,2,6,8,14,0,0,0,14,116,14,0,0,0,0,0,2,0
2020-03-08 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,0,0,0,9,36,9,0,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,7,2,9,14,23,9,0,0,23,228,14,9,0,0,0,0,1,1
2020-03-08 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,245,45,290,65,355,153,0,5,360,1636,207,153,0,0,5,0,38,7
2020-03-08 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,17,3,20,16,36,13,1,3,40,627,26,14,1,0,2,1,2,1
2020-03-08 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,6,0,0,11,149,5,6,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,19,Sicilia,38.11569725,13.3623567,18,0,18,33,51,18,2,0,53,791,35,18,2,0,0,0,0,0
2020-03-08 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,91,7,98,67,165,53,1,0,166,1618,113,53,1,0,0,0,7,0
2020-03-08 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,22,26,2,0,0,26,168,24,2,0,0,0,0,2,0
2020-03-08 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,8,9,1,0,0,9,41,8,1,0,0,0,0,0,0
2020-03-08 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,146,47,193,430,623,118,29,18,670,15918,543,127,25,4,13,5,41,6
