data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-05-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,222,8,230,1318,1548,-61,8,1197,370,3115,50295,35241,,,3107,8,1132,65,366,4,9,-1,48903,1392,34428,813
2020-05-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,47,1,48,92,140,-2,1,220,27,387,19100,18608,,,386,1,217,3,27,0,1,0,18266,834,17774,834
2020-05-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,65,1,66,502,568,0,4,477,93,1138,48420,46593,,,1134,4,473,4,93,0,1,0,47265,1155,45438,1155
2020-05-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,414,20,434,1443,1877,-32,13,2345,393,4615,121253,55406,,,4602,13,2301,44,392,1,23,-3,119042,2211,54822,584
2020-05-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1384,136,1520,5281,6801,-239,53,16243,3885,26929,239178,153074,,,26876,53,15969,274,3867,18,141,-5,234619,4559,151040,2034
2020-05-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,96,2,98,703,801,-29,10,2034,313,3148,93051,58395,,,3138,10,1996,38,312,1,3,-1,90860,2191,57130,1265
2020-05-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1258,84,1342,2931,4273,-21,22,2373,566,7212,185085,147010,,,7190,22,2334,39,562,4,83,1,181398,3687,143970,3040
2020-05-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,447,35,482,2297,2779,-65,31,4783,1301,8863,70159,42200,,,8832,31,4695,88,1293,8,38,-3,68814,1345,41535,665
2020-05-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5222,322,5544,25131,30675,264,1033,37113,15116,82904,513244,305152,dc-IT-0026,dc-EN-0026,81871,1033,36406,707,15054,62,341,-19,492642,20602,292603,12549
2020-05-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,230,24,254,2954,3208,-19,25,2391,969,6568,79414,51176,,,6543,25,2352,39,964,5,28,-4,77830,1584,50206,970
2020-05-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,13,1,14,212,226,-3,3,138,22,386,9981,9582,,,383,3,132,6,22,0,0,1,9390,591,9247,335
2020-05-12T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,56,7,63,374,437,-10,0,1845,290,2572,50381,22731,,,2572,0,1835,10,290,0,7,0,50019,362,22500,231
2020-05-12T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,80,9,89,578,667,-68,6,3191,445,4303,55334,33082,,,4297,6,3119,72,443,2,11,-2,53398,1936,31970,1112
2020-05-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1900,136,2036,11148,13184,-154,113,12277,3428,28889,218071,149386,,,28776,113,12038,239,3400,28,135,1,213783,4288,147318,2068
2020-05-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,334,31,365,2056,2421,-123,10,1460,456,4337,81492,57060,,,4327,10,1332,128,451,5,32,-1,79737,1755,55794,1266
2020-05-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,77,11,88,418,506,-5,1,718,120,1344,35476,31351,,,1343,1,712,6,120,0,10,1,34641,835,30582,769
2020-05-12T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,234,15,249,1662,1911,-151,4,1171,261,3343,105017,94034,,,3339,4,1020,151,257,4,16,-1,103134,1883,92609,1425
2020-05-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,307,72,379,3462,3841,-232,15,5002,959,9802,184851,136285,,,9787,15,4764,238,950,9,77,-5,179469,5382,132464,3821
2020-05-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,41,4,45,64,109,1,7,1239,71,1419,49249,34207,,,1412,7,1233,6,71,0,4,0,47474,1775,33027,1180
2020-05-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,45,0,45,59,104,-3,2,916,140,1160,10415,7956,,,1158,2,912,4,139,1,1,-1,10063,352,7651,305
2020-05-12T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,393,33,426,4764,5190,-270,41,11906,1686,18782,454189,253374,,,18741,41,11615,291,1666,20,38,-5,445905,8284,250175,3199
