data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-04 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,7,0,7,0,7,1,0,0,7,85,6,1,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,0,0,0,1,48,1,0,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,46,1,0,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,15,Campania,40.83956555,14.25084984,11,0,11,20,31,1,0,0,31,429,30,1,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,256,26,282,234,516,118,6,22,544,2500,420,124,4,2,18,4,24,2
2020-03-04 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,3,0,3,15,18,5,0,0,18,376,13,5,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,15,3,18,9,27,16,3,0,30,995,14,16,3,0,0,0,0,3
2020-03-04 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,10,3,13,8,21,2,4,1,26,133,24,2,4,0,1,0,2,1
2020-03-04 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,877,209,1086,411,1497,171,250,73,1820,12138,1520,300,139,111,55,18,167,42
2020-03-04 17:00:00,ITA,11,Marche,43.61675973,13.5188753,34,15,49,31,80,21,0,4,84,288,61,23,0,0,2,2,13,2
2020-03-04 17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,0,3,0,0,0,3,19,3,0,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,20,1,0,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,1,0,1,4,5,1,0,0,5,122,4,1,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,26,13,39,43,82,26,0,0,82,543,56,26,0,0,0,0,3,10
2020-03-04 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,4,0,4,3,7,1,1,1,9,322,6,3,0,1,0,1,0,0
2020-03-04 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,1,2,1,0,0,2,42,1,1,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,5,0,5,11,16,11,2,0,18,367,7,11,2,0,0,0,0,0
2020-03-04 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,15,2,17,20,37,19,1,0,38,776,19,19,1,0,0,0,0,2
2020-03-04 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,1,0,0,9,58,8,1,0,0,0,0,1,0
2020-03-04 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2020-03-04 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,76,23,99,246,345,48,9,6,360,10515,307,53,7,2,3,3,19,4
