data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-06-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,112,3,115,621,736,-7,3,2102,414,3252,78356,53555,,,3249,3,2093,9,413,1,6,-3,77892,464,53279,276
2020-06-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,4,0,4,19,23,-1,0,349,27,399,30708,29938,,,399,0,348,1,27,0,0,0,30424,284,29664,274
2020-06-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,20,0,20,90,110,-2,0,951,97,1158,72237,69978,,,1158,0,949,2,97,0,1,-1,71617,620,69419,559
2020-06-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,206,4,210,659,869,-21,12,3537,415,4821,208854,101664,,,4809,12,3504,33,415,0,7,-3,206834,2020,100269,1395
2020-06-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,342,50,392,2447,2839,-73,14,20856,4147,27842,336630,202506,,,27828,14,20780,76,4136,11,50,0,333629,3001,201267,1239
2020-06-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,39,2,41,192,233,-11,0,2707,336,3276,138250,81683,,,3276,0,2696,11,336,0,2,0,136524,1726,80795,888
2020-06-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,519,51,570,2248,2818,-29,10,4188,747,7753,262461,211669,,,7743,10,4155,33,741,6,56,-5,260102,2359,209892,1777
2020-06-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,169,6,175,339,514,-32,17,7764,1473,9751,110006,61006,,,9734,17,7720,44,1468,5,7,-1,109060,946,60631,375
2020-06-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2995,131,3126,17098,20224,-31,237,53046,16172,89442,777477,458782,,,89205,237,52807,239,16143,29,166,-35,766122,11355,451502,7280
2020-06-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,57,8,65,1245,1310,-16,1,4438,987,6735,105679,66805,,,6734,1,4421,17,987,0,9,-1,104968,711,66434,371
2020-06-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,2,3,124,127,-6,0,287,22,436,15123,14439,,,436,0,281,6,22,0,2,0,14951,172,14278,161
2020-06-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,13,3,16,104,120,0,0,2187,291,2598,67965,31800,,,2598,0,2187,0,291,0,3,0,67643,322,31610,190
2020-06-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,15,2,17,205,222,-61,1,3748,463,4433,91021,49626,,,4432,1,3686,62,463,0,2,0,89787,1234,49173,453
2020-06-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,841,44,885,3801,4686,-142,19,22150,3898,30734,327206,212012,,,30715,19,22003,147,3884,14,46,-2,325097,2109,211174,838
2020-06-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,131,10,141,895,1036,-15,1,2952,511,4499,122506,82041,,,4498,1,2939,13,508,3,11,-1,121460,1046,81372,669
2020-06-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,1,13,133,146,-9,0,1080,131,1357,58605,50057,,,1357,0,1071,9,131,0,1,0,58224,381,49736,321
2020-06-03T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,60,7,67,813,880,-86,0,2292,275,3447,154873,131820,,,3447,0,2206,86,275,0,7,0,153417,1456,130886,934
2020-06-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,76,25,101,872,973,-38,4,8093,1055,10121,259167,183229,,,10117,4,8053,40,1053,2,25,0,257178,1989,182335,894
2020-06-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,14,31,0,0,1324,76,1431,72001,51310,,,1431,0,1324,0,76,0,2,0,71769,232,51508,-198
2020-06-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,9,0,9,4,13,0,0,1031,143,1187,15413,12084,,,1187,0,1031,0,143,0,0,0,15327,86,12027,57
2020-06-03T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,106,2,108,1279,1387,-16,2,15856,1921,19164,695053,341333,,,19162,2,15838,18,1921,0,5,-3,690267,4786,340051,1282
