data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-07-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,0,32,138,170,-27,2,2655,464,3099,190,3289,106350,70898,,3287,2,2626,29,464,0,0,0,105653,697,70443,455
2020-07-01T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,2,2,-1,0,373,27,401,1,402,39787,39007,NEL TOTALE DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE,402,0,372,1,27,0,0,0,39631,156,38851,156
2020-07-01T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,-1,0,1058,97,1159,22,1181,95926,93892,,1181,0,1057,1,97,0,0,0,95094,832,93060,832
2020-07-01T17:00:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,173,189,8,9,4078,432,4678,21,4699,285388,139678,,4690,9,4077,1,432,0,0,0,282523,2865,138482,1196
2020-07-01T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,104,10,114,888,1002,-8,16,23242,4264,27970,538,28508,499426,298840,,28492,16,23222,20,4260,4,12,-2,495544,3882,296112,2728
2020-07-01T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,50,56,11,4,2911,345,3311,1,3312,192106,107364,,3308,4,2918,-7,345,0,0,0,189955,2151,106632,732
2020-07-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,12,202,630,832,-4,9,6448,839,5996,2123,8119,341083,279387,,8110,9,6437,11,837,2,13,-1,338035,3048,276640,2747
2020-07-01T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,42,3,45,235,280,0,5,8144,1558,8747,1235,9982,148585,79497,,9977,5,8139,5,1558,0,3,0,147156,1429,78710,787
2020-07-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,277,41,318,9620,9938,-122,109,67422,16650,88747,5263,94010,1044975,625197,,93901,109,67197,225,16644,6,42,-1,1036548,8427,619851,5346
2020-07-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,240,248,-18,5,5551,987,6786,0,6786,138550,83726,n.4 decessi  precedentemente segnalati non risultano classificabili come COVID-19  positivi,6785,1,5528,23,991,-4,0,0,137340,1210,82950,776
2020-07-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,25,25,0,0,397,23,444,1,445,22886,21809,,445,0,397,0,23,0,0,0,22660,226,21585,224
2020-07-01T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,80,84,0,3,2266,292,2642,0,2642,84846,41389,,2639,3,2263,3,292,0,1,0,84172,674,40961,428
2020-07-01T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,46,47,-3,1,4412,405,3378,1486,4864,122574,63299,,4863,1,4408,4,405,0,0,0,121315,1259,62918,381
2020-07-01T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,260,11,271,1082,1353,-70,16,25921,4091,27132,4233,31365,419291,261774,,31349,16,25836,85,4090,1,12,-1,415257,4034,259420,2354
2020-07-01T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,88,112,-17,0,3873,545,2159,2371,4530,180664,120651,Per 1491 casi non è disponibile la provenienza,4531,-1,3857,16,545,0,0,0,178251,2413,118741,1910
2020-07-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,-3,0,1222,133,1360,6,1366,84569,71039,,1366,0,1219,3,133,0,0,0,83439,1130,70030,1009
2020-07-01T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,18,3,21,105,126,-2,1,2673,282,2749,332,3081,211496,172947,,3080,1,2670,3,282,0,3,0,209071,2425,171130,1817
2020-07-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,5,18,305,323,-6,4,8825,1106,10036,218,10254,341165,231407,,10250,4,8817,8,1104,2,6,-1,337110,4055,229809,1598
2020-07-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,6,10,0,0,1351,80,1428,13,1441,96602,65770,,1441,0,1351,0,80,0,1,0,95627,975,65217,553
2020-07-01T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,-1,0,1046,146,1083,112,1195,18414,13892,,1195,0,1045,1,146,0,0,0,18263,151,13805,87
2020-07-01T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,17,0,17,401,418,-44,3,16849,2022,19259,30,19289,970793,411837,,19286,3,16812,37,2012,10,0,0,957466,13327,408628,3209
