data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-09-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,33,1,34,420,454,24,24,2902,472,3367,461,3828,160980,104572,,3804,24,2902,0,472,0,1,0,159429,1551,103603,969
2020-09-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,1,3,102,105,15,15,408,28,409,132,541,58050,57240,N. 10 CASI POSITIVI PER ATTIVITA' DI SCREENING IN EXTRACOMUNITARI DI VARIA NAZIONALITA' IN CAMPO DI ACCOGLIENZA.,526,15,408,0,28,0,1,0,57324,726,56534,706
2020-09-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,20,1,21,273,294,4,13,1167,97,1159,399,1558,160804,158698,,1545,13,1158,9,97,0,0,1,159174,1630,157068,1630
2020-09-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,185,4,189,2391,2580,178,193,4452,446,6595,883,7478,436399,252337,,7285,193,4437,15,446,0,4,0,430232,6167,247341,4996
2020-09-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,108,11,119,3066,3185,82,118,24598,4463,29507,2739,32246,932435,546180,,32128,118,24562,36,4463,0,10,1,922192,10243,540012,6168
2020-09-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,12,3,15,387,402,15,25,3080,349,3675,156,3831,335163,155933,,3806,25,3070,10,349,0,3,0,332115,3048,154882,1051
2020-09-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,351,9,360,3184,3544,137,154,7177,879,6769,4831,11600,616425,506670,,11446,154,7161,16,878,1,9,0,605096,11329,495791,10879
2020-09-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,39,7,46,581,627,20,22,8840,1572,8666,2373,11039,244415,131659,,11017,22,8839,1,1571,1,6,1,241801,2614,130214,1445
2020-09-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,225,27,252,7193,7445,167,228,76467,16870,91957,8825,100782,1644192,1008369,,100554,228,76407,60,16869,1,22,5,1630115,14077,998868,9501
2020-09-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,321,335,15,21,5971,988,7294,0,7294,209592,124694,,7273,21,5966,5,987,1,1,0,207827,1765,123648,1046
2020-09-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,72,75,2,2,432,23,502,28,530,34390,33143,,528,2,432,0,23,0,0,0,34047,343,32812,331
2020-09-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,2,10,196,206,0,4,2464,292,2962,0,2962,140710,74513,,2958,4,2460,4,292,0,2,0,139688,1022,74019,494
2020-09-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,1,4,206,210,87,91,4608,405,3477,1746,5223,190408,84365,,5132,91,4604,4,405,0,1,0,188091,2317,83762,603
2020-09-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,92,7,99,1487,1586,65,75,27330,4148,24308,8756,33064,601368,369467,,32989,75,27321,9,4147,1,7,0,597168,4200,366797,2670
2020-09-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,148,6,154,832,986,64,78,4078,560,2029,3595,5624,316840,224094,per 881 casi non e' disponibile la provenienza,5546,78,4067,11,557,3,6,0,312954,3886,221391,2703
2020-09-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,35,6,41,905,946,37,39,1274,135,1595,760,2355,141041,120029,,2316,39,1272,2,135,0,5,1,139273,1768,118433,1596
2020-09-03T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,81,12,93,1159,1252,25,54,2947,288,3235,1252,4487,360966,275130,,4433,54,2919,28,287,1,12,0,357499,3467,272775,2355
2020-09-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,63,7,70,1661,1731,95,113,9206,1143,10771,1309,12080,560036,371628,,11967,113,9189,17,1142,1,8,-1,552076,7960,365415,6213
2020-09-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,2,12,290,302,4,9,1457,80,1526,313,1839,160064,98418,,1830,9,1452,5,80,0,2,0,158956,1108,97623,795
2020-09-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,33,36,4,4,1065,146,1119,128,1247,25341,17863,,1243,4,1065,0,146,0,0,0,25209,132,17785,78
2020-09-03T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,71,12,83,2531,2614,58,115,18567,2123,20028,3276,23304,1592039,627148,,23189,115,18510,57,2123,0,9,3,1578602,13437,622175,4973
