data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-21 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,185,44,229,265,494,72,13,22,529,3035,449,80,10,3,17,5,48,-4
2020-03-21 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,12,7,19,47,66,14,0,0,66,522,52,14,0,0,0,0,5,2
2020-03-21 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,73,16,89,136,225,24,5,5,235,3050,207,28,2,3,4,1,16,0
2020-03-21 17:00:00,ITA,15,Campania,40.83956555,14.25084984,233,87,320,473,793,91,29,22,844,4448,749,95,30,-1,17,5,41,46
2020-03-21 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,2267,265,2532,3129,5661,572,329,715,6705,24620,5968,737,239,90,640,75,267,-2
2020-03-21 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,152,37,189,477,666,111,82,42,790,5955,656,134,63,19,38,4,32,5
2020-03-21 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,591,70,661,425,1086,174,54,50,1190,13889,1008,182,53,1,43,7,47,23
2020-03-21 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,598,129,727,432,1159,158,125,152,1436,4304,1221,215,101,24,119,33,121,8
2020-03-21 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8258,1093,9351,8019,17370,1950,5050,3095,25515,66730,22264,3251,4295,755,2549,546,1050,43
2020-03-21 17:00:00,ITA,11,Marche,43.61675973,13.5188753,742,141,883,1114,1997,153,2,154,2153,5740,1981,172,0,2,137,17,138,3
2020-03-21 17:00:00,ITA,14,Molise,41.55774754,14.65916051,21,6,27,20,47,8,7,7,61,449,50,11,6,1,5,2,6,0
2020-03-21 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,127,30,157,443,600,70,1,20,621,5179,548,73,1,0,17,3,24,6
2020-03-21 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,233,39,272,448,720,120,34,28,782,2656,642,140,29,5,13,15,34,5
2020-03-21 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1976,301,2277,1229,3506,262,8,238,3752,10701,3461,291,8,0,209,29,280,21
2020-03-21 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,209,33,242,400,642,91,4,29,675,5617,581,94,4,0,26,3,31,2
2020-03-21 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,65,16,81,240,321,33,5,4,330,2297,293,37,3,2,2,2,15,1
2020-03-21 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,206,48,254,204,458,79,26,6,490,4883,408,82,25,1,4,2,42,6
2020-03-21 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,664,202,866,1039,1905,192,35,72,2012,11909,1793,219,33,2,47,25,189,13
2020-03-21 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,92,29,121,326,447,63,5,10,462,2712,395,67,4,1,7,3,24,5
2020-03-21 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,62,15,77,227,304,47,1,8,313,884,264,49,0,1,7,1,9,6
2020-03-21 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,942,249,1191,3023,4214,537,257,146,4617,53642,4031,586,223,34,131,15,236,13
