data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-06-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,71,3,74,412,486,-25,0,2337,456,3279,91700,62048,,,3279,0,2312,25,456,0,4,-1,91445,255,61873,175
2020-06-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,1,1,10,11,0,0,363,27,401,35233,34443,,,401,0,363,0,27,0,1,0,35139,94,34349,94
2020-06-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,17,1,18,19,37,-7,0,1028,97,1162,82392,80330,,,1162,0,1021,7,97,0,1,0,81981,411,79919,411
2020-06-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,58,2,60,229,289,-30,4,3894,430,4613,241380,122291,,,4609,4,3860,34,430,0,2,0,240290,1090,121618,673
2020-06-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,188,13,201,1299,1500,-137,11,22377,4207,28084,410984,244630,,,28073,11,22232,145,4204,3,14,-1,407039,3945,241833,2797
2020-06-15T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,15,1,16,83,99,-4,0,2854,343,3296,161945,94567,,,3296,0,2850,4,343,0,1,0,160824,1121,93641,926
2020-06-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,304,37,341,951,1292,-30,3,5855,811,7958,299590,243805,,,7955,3,5825,30,808,3,37,0,297615,1975,242245,1560
2020-06-15T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,87,2,89,157,246,3,8,8116,1525,9887,127913,69345,,,9879,8,8115,1,1521,4,3,-1,126705,1208,68766,579
2020-06-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2018,94,2112,13864,15976,-13,259,59484,16457,91917,899278,534981,,,91658,259,59220,264,16449,8,94,0,892641,6637,530683,4298
2020-06-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,18,0,18,599,617,-9,4,5152,993,6762,121620,73564,,,6758,4,5139,13,993,0,0,0,121354,266,73298,266
2020-06-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,70,70,-4,0,346,23,439,19125,18214,,,439,0,342,4,23,0,0,0,18845,280,17947,267
2020-06-15T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,1,9,85,94,-1,0,2225,292,2611,76345,36698,dc-IT-0050,dc-EN-0050,2613,-2,2227,-2,291,1,2,-1,76195,150,36607,91
2020-06-15T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,5,0,5,61,66,0,1,3917,465,4448,104306,55322,,,4447,1,3917,0,464,1,1,-1,103910,396,55054,268
2020-06-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,517,28,545,2059,2604,-44,2,24445,4012,31061,369294,234980,,,31059,2,24399,46,4012,0,26,2,368065,1229,234561,419
2020-06-15T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,56,2,58,352,410,-8,1,3572,534,4516,148627,97877,,,4515,1,3565,7,532,2,2,0,147249,1378,96820,1057
2020-06-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,21,33,0,0,1198,132,1363,69134,58586,,,1363,0,1198,0,132,0,0,0,68769,365,58281,305
2020-06-15T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,30,4,34,771,805,-32,1,2373,280,3458,180327,150982,,,3457,1,2341,32,279,1,3,1,179438,889,150233,749
2020-06-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,31,16,47,442,489,-10,8,8611,1088,10188,293683,207371,,,10180,8,8596,15,1085,3,16,0,292101,1582,206348,1023
2020-06-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,1,10,8,18,-2,0,1341,77,1436,82235,58164,,,1436,0,1339,2,77,0,1,0,81976,259,58013,151
2020-06-15T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,5,12,5,0,1035,144,1191,16650,12829,,,1191,0,1040,-5,144,0,0,0,16597,53,12806,23
2020-06-15T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,38,1,39,716,755,-17,1,16487,1978,19220,817064,373057,,,19219,1,16469,18,1978,0,1,0,812540,4524,371726,1331
